train_f1_macro,train_f1_micro,train_loss,val_f1_macro,val_f1_micro
0.44924969912349255,0.7717922679073282,814.6945130452514,0.5185365968726552,0.8505556869236226
0.5917994420385156,0.8817514110951042,405.8063134662807,0.7075385302825574,0.8697091510995507
0.6517522184978659,0.8959686370828709,348.16710131056607,0.6834770998493331,0.8898084653582408
0.678943697906905,0.9065016649741398,317.10553516820073,0.7755736323189617,0.8969023409789548
0.6940180618468932,0.9189476418770517,280.42024291306734,0.7854398067003288,0.9266966185859541
0.6917804017314406,0.9363058829086272,240.12102629616857,0.8036681018424088,0.9283518562307874
0.7130839561903978,0.9449023451337883,202.36909409286454,0.7906893582461433,0.9326081816032159
0.7140688490916406,0.9475710270883027,191.65271129715256,0.8054884486466674,0.9371009694963348
0.7230384970170075,0.9517039416196301,173.69832781120203,0.807238848822232,0.9363915819342634
0.7257259225700141,0.9530737075785845,166.92702163150534,0.8057255657601083,0.9385197446204776
0.7202244479604382,0.9547504900455801,160.1876961570233,0.8009263260709827,0.9363915819342634
0.7314520796657511,0.9585291547599367,148.67971285269596,0.8058855554274847,0.9340269567273587
0.7290068492947636,0.9575136386179534,147.2772607137449,0.8104735141452251,0.9434854575549776
0.7307670744420314,0.9598989207188909,143.23016423778608,0.8103919292823529,0.9380468195790967
0.7306494561804625,0.9605129537349739,136.8226239308715,0.8146763673422974,0.9408843698273823
0.734057687025484,0.9619771863117871,130.4447057385696,0.8143486031941465,0.9411208323480729
0.7344130979462693,0.9623078194742932,128.0237608377356,0.8182297064043423,0.9427760699929061
0.7337945464763808,0.9632052523439529,126.84248168510385,0.8168123722308802,0.9401749822653109
0.734814531126387,0.9645514016484424,120.76426079683006,0.8132920160834807,0.9420666824308347
0.8203884768639464,0.9661101008431145,117.42679990991019,0.947466121919194,0.944194845117049
0.8432273938975835,0.967290933566351,110.837886326015,0.9456170379652975,0.9415937573894537
0.8256735212077512,0.9674090168386746,111.51674649619963,0.9412657721142134,0.9453771577205013
0.8312489551568302,0.9670783836761684,110.38115851324983,0.8895900385219307,0.9423031449515252
0.8445448245477627,0.9694872824315708,104.85084224422462,0.9379848902695563,0.9451406951998108
0.826925999542492,0.9703138653378363,103.06849073048215,0.8832680346357922,0.9394655947032395
0.8481398001206361,0.9705264152280187,100.6945247950498,0.8104820197868421,0.9415937573894537
0.8463395883513196,0.9704791819190893,100.99906208238099,0.9475232426775595,0.944194845117049
0.8521746149625034,0.9718961811869731,98.41020868276246,0.9380378970930878,0.9418302199101443
0.8557703636771152,0.9715891646789315,94.52403102384415,0.947196007699701,0.9430125325135966
0.8562184636595319,0.9725574475119855,95.55966282100417,0.9388222279541534,0.9399385197446205
0.8557941470512416,0.9731478638736036,90.87902299838606,0.9496486408302779,0.9453771577205013
0.8345069714690971,0.9746593297593463,88.18472402333282,0.9304820696469212,0.9420666824308347
0.8528256974374542,0.9748718796495288,90.02712111570872,0.9448842260271607,0.9423031449515252
0.8490296249466217,0.9746593297593463,87.74199876945931,0.9478697736075673,0.9434854575549776
0.8613131345023136,0.9747537963772052,85.61492803203873,0.9442338098827673,0.9444313076377394
0.8428006309337907,0.9759346291004416,84.11753268889152,0.9495839080543148,0.943248995034287
0.8577438443544133,0.9765014288075952,81.13189814798534,0.9374502268673188,0.9418302199101443
0.8604291242690684,0.9771390784781427,79.85292060725624,0.9312628355079605,0.9423031449515252
0.8524299533450993,0.9773043950593959,78.29003900277894,0.9313529275627175,0.9411208323480729
0.8587593871619785,0.9781309779656614,76.9997896515415,0.9345553857467415,0.9425396074722157
0.8596949319997128,0.9782726778924498,77.17912050534505,0.9399632764241148,0.9439583825963584
0.8610470455226493,0.9789811775263916,73.74885549172177,0.9346442589896936,0.9411208323480729
0.8571672953370449,0.9792881940344331,73.6840608389466,0.941289518823668,0.9415937573894537
0.8609327039161759,0.9789575608719269,72.81895539927064,0.9413840099679855,0.9415937573894537
0.8677301431275678,0.98042179344874,69.12050860625459,0.9200805742330627,0.9439583825963584
0.8665272775603544,0.9812719930094703,67.68800113501493,0.93838062557696,0.9420666824308347
0.8585782881243568,0.9808468932291051,67.86415590468096,0.9340498756627288,0.9394655947032395
0.8629111317971568,0.9799494603594455,69.32398991507944,0.9409863899867783,0.943721920075668
0.8675119773500349,0.9810830597737524,66.44338621926727,0.9417625306448563,0.9392291321825491
0.8588374713534521,0.9811066764282171,65.2559700193815,0.9285971843179904,0.943248995034287
0.8630695839645669,0.9818624093710885,63.38134696066845,0.9262632463958377,0.9392291321825491
0.8623140392435792,0.9828543088586071,59.289711553778034,0.887723158672562,0.9382832820997872
0.8639414496954966,0.9819332593344827,63.85611348049133,0.9349975974710639,0.9456136202411918
0.8673262227872057,0.9824764423871715,62.445037550263805,0.9264957693664101,0.9444313076377394
0.8615299883997749,0.9831613253666486,59.54479089711094,0.9421840707414516,0.9430125325135966
0.8658043915094108,0.9826181423139598,60.837350710557075,0.9324961649326179,0.9408843698273823
0.860716508302438,0.9832321753300427,59.8014455800876,0.9473890213185456,0.9427760699929061
0.8570087991294644,0.9837045084193373,56.86696668047807,0.9335250503620568,0.9418302199101443
0.852297343070145,0.98346834187469,57.150785936188186,0.9390027058205223,0.9401749822653109
0.8602960274837614,0.9842004581630966,56.310340071155224,0.9356114399050502,0.9408843698273823
0.8437251411101803,0.9839406749639846,57.91999476600904,0.9293150262652431,0.9413572948687633
0.8645333018097099,0.9854757575041919,52.448641094204504,0.9319899974802479,0.9380468195790967
0.8563676234485091,0.9843893913988144,53.944639527006075,0.9386328842739172,0.9423031449515252
0.8573003324128723,0.9853576742318683,51.570936481206445,0.9342997627401793,0.9418302199101443
0.8652159191736524,0.9852395909595447,52.5360803125659,0.9240347838022174,0.9411208323480729
0.8697470285463909,0.9857119240488392,51.11935287542292,0.930830585213219,0.9411208323480729
0.8703060568084292,0.9854993741586567,51.284262660425156,0.896961309805272,0.9420666824308347
0.8720387656669818,0.9860897905202749,50.09075138866319,0.9354218792869675,0.9456136202411918
0.8696266959859469,0.9849089577970385,53.75488723220769,0.8929574751851468,0.9423031449515252
0.866104271316178,0.9861134071747396,50.161990350461565,0.942225966902801,0.944194845117049
0.8725455163551823,0.9862078737925986,49.16537844997947,0.9285607964911979,0.9413572948687633
0.868856429582255,0.9865621236095695,46.80385111294163,0.9309987938624026,0.9449042326791204
0.8661768763479368,0.98651489030064,46.096515654819086,0.9397971441239537,0.944194845117049
0.8680221998634735,0.9863495737193869,47.16344450172619,0.9337825427177383,0.9449042326791204
0.8727687076185848,0.9877193396783411,44.580746486230055,0.9270996261877911,0.9423031449515252
0.8708348248736453,0.9868927567720757,46.17348260284052,0.9304647619736317,0.9415937573894537
0.8722748017708607,0.9872706232435113,45.77860243273608,0.939767477622147,0.9434854575549776
0.8674662055792904,0.9868219068086815,46.834694559685886,0.9208943662256894,0.9444313076377394
0.8706412795889629,0.9873414732069055,44.4699840855028,0.9189094603100967,0.9434854575549776
0.8728298031699241,0.9877665729872707,43.39706417158595,0.940519241553973,0.9427760699929061
0.8719138291824746,0.9872470065890466,45.70221425179625,0.8947506859707901,0.9425396074722157
0.8648333873030436,0.9873178565524408,45.01573592569912,0.9271983143168157,0.943721920075668
0.8665479442464039,0.9869636067354699,45.07534090297122,0.9259424114385753,0.9427760699929061
0.8698689948674962,0.9882152894221005,41.8147863446211,0.9004711062693288,0.9465594703239536
0.8639896510092235,0.9882389060765652,40.83289804830565,0.8841358943041564,0.9444313076377394
0.8626648458443957,0.9882152894221005,42.11714944339474,0.8898814732859723,0.9415937573894537
0.8743507867429391,0.9878846562595943,42.75117544044042,0.9446518055312922,0.9463230078032632
0.8736415360299871,0.9888765557471129,40.40890142545686,0.9315743140644884,0.93970205722393
0.869588345071493,0.9881916727676358,44.32288993697148,0.89533491555196,0.9430125325135966
0.8705647405498529,0.9891127222917602,39.472583385766484,0.8914006071045455,0.9430125325135966
0.8712768577138384,0.9890891056372955,39.532114876885316,0.8900654598506899,0.9387562071411681
0.8730793408649037,0.988168056113171,42.07850255032827,0.9218687840146286,0.9404114447860015
0.8760174717701257,0.9885931558935361,40.29233217207366,0.8931782043408529,0.9406479073066919
0.8689963048765181,0.9879791228774532,42.79913133464288,0.9305748367442552,0.9434854575549776
0.8683528617175118,0.9886876225113951,40.69141281697375,0.9349008114690103,0.9420666824308347
0.8747789020320892,0.9886640058569303,40.888010770097026,0.891112375975101,0.9418302199101443
0.8760086458144226,0.9884042226578182,41.854959857460926,0.8953704316877449,0.9451406951998108
0.8684195118142943,0.9893488888364075,38.62999074302206,0.8999754915954284,0.9458500827618822
0.8743068815334886,0.9892780388730132,38.43582766695181,0.888678354307711,0.9415937573894537
0.8722465370050315,0.9887584724747892,40.15071537398035,0.9265498480628528,0.9434854575549776
